,Region,Department,Commune_Code_INSEE,City
610,ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU
448,ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU
359,ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU
11,ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU
709,ILE-DE-FRANCE,PARIS,75110,PARIS 10e
485,ILE-DE-FRANCE,PARIS,75110,PARIS 10e
319,ILE-DE-FRANCE,PARIS,75110,PARIS 10e
124,ILE-DE-FRANCE,PARIS,75110,PARIS 10e
697,ILE-DE-FRANCE,PARIS,75113,PARIS 13e
622,ILE-DE-FRANCE,PARIS,75118,PARIS 18e
493,ILE-DE-FRANCE,PARIS,75118,PARIS 18e
327,ILE-DE-FRANCE,PARIS,75118,PARIS 18e
16,ILE-DE-FRANCE,PARIS,75118,PARIS 18e
693,ILE-DE-FRANCE,PARIS,75119,PARIS 19e
494,ILE-DE-FRANCE,PARIS,75119,PARIS 19e
328,ILE-DE-FRANCE,PARIS,75119,PARIS 19e
45,ILE-DE-FRANCE,PARIS,75119,PARIS 19e
613,ILE-DE-FRANCE,PARIS,75101,PARIS 1er
476,ILE-DE-FRANCE,PARIS,75101,PARIS 1er
310,ILE-DE-FRANCE,PARIS,75101,PARIS 1er
9,ILE-DE-FRANCE,PARIS,75101,PARIS 1er
723,ILE-DE-FRANCE,PARIS,75120,PARIS 20e
495,ILE-DE-FRANCE,PARIS,75120,PARIS 20e
329,ILE-DE-FRANCE,PARIS,75120,PARIS 20e
108,ILE-DE-FRANCE,PARIS,75120,PARIS 20e
625,ILE-DE-FRANCE,PARIS,75102,PARIS 2e
477,ILE-DE-FRANCE,PARIS,75102,PARIS 2e
311,ILE-DE-FRANCE,PARIS,75102,PARIS 2e
25,ILE-DE-FRANCE,PARIS,75102,PARIS 2e
617,ILE-DE-FRANCE,PARIS,75103,PARIS 3e
478,ILE-DE-FRANCE,PARIS,75103,PARIS 3e
312,ILE-DE-FRANCE,PARIS,75103,PARIS 3e
14,ILE-DE-FRANCE,PARIS,75103,PARIS 3e
612,ILE-DE-FRANCE,PARIS,75104,PARIS 4e
479,ILE-DE-FRANCE,PARIS,75104,PARIS 4e
313,ILE-DE-FRANCE,PARIS,75104,PARIS 4e
10,ILE-DE-FRANCE,PARIS,75104,PARIS 4e
784,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU
556,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU
293,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU
175,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU
698,OCCITANIE,PYRENEES-ORIENTALES,66136,PERPIGNAN
567,OCCITANIE,PYRENEES-ORIENTALES,66136,PERPIGNAN
294,OCCITANIE,PYRENEES-ORIENTALES,66136,PERPIGNAN
114,OCCITANIE,PYRENEES-ORIENTALES,66136,PERPIGNAN
782,NOUVELLE-AQUITAINE,GIRONDE,33318,PESSAC
548,NOUVELLE-AQUITAINE,GIRONDE,33318,PESSAC
251,NOUVELLE-AQUITAINE,GIRONDE,33318,PESSAC
105,NOUVELLE-AQUITAINE,GIRONDE,33318,PESSAC
769,NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS
557,NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS
354,NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS
198,NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS
699,ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX
470,ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX
382,ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX
101,ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX
56,BRETAGNE,FINISTERE,29232,QUIMPER
737,ILE-DE-FRANCE,YVELINES,78517,RAMBOUILLET
520,ILE-DE-FRANCE,YVELINES,78517,RAMBOUILLET
337,ILE-DE-FRANCE,YVELINES,78517,RAMBOUILLET
161,ILE-DE-FRANCE,YVELINES,78517,RAMBOUILLET
714,GRAND-EST,MARNE,51454,REIMS
442,GRAND-EST,MARNE,51454,REIMS
272,GRAND-EST,MARNE,51454,REIMS
115,GRAND-EST,MARNE,51454,REIMS
627,BRETAGNE,ILLE-ET-VILAINE,35238,RENNES
431,BRETAGNE,ILLE-ET-VILAINE,35238,RENNES
260,BRETAGNE,ILLE-ET-VILAINE,35238,RENNES
23,BRETAGNE,ILLE-ET-VILAINE,35238,RENNES
704,NORMANDIE,SEINE-MARITIME,76540,ROUEN
540,NORMANDIE,SEINE-MARITIME,76540,ROUEN
331,NORMANDIE,SEINE-MARITIME,76540,ROUEN
140,NORMANDIE,SEINE-MARITIME,76540,ROUEN
727,ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON
471,ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON
383,ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON
98,ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON
637,ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD
472,ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD
384,ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD
33,ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD
628,LA REUNION,LA REUNION,97411,SAINT DENIS
523,LA REUNION,LA REUNION,97411,SAINT DENIS
409,LA REUNION,LA REUNION,97411,SAINT DENIS
31,LA REUNION,LA REUNION,97411,SAINT DENIS
789,AUVERGNE-RHONE-ALPES,LOIRE,42218,SAINT ETIENNE
417,AUVERGNE-RHONE-ALPES,LOIRE,42218,SAINT ETIENNE
264,AUVERGNE-RHONE-ALPES,LOIRE,42218,SAINT ETIENNE
190,AUVERGNE-RHONE-ALPES,LOIRE,42218,SAINT ETIENNE
670,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06123,SAINT LAURENT DU VAR
585,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06123,SAINT LAURENT DU VAR
219,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06123,SAINT LAURENT DU VAR
53,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06123,SAINT LAURENT DU VAR
632,BRETAGNE,ILLE-ET-VILAINE,35288,SAINT MALO
432,BRETAGNE,ILLE-ET-VILAINE,35288,SAINT MALO
261,BRETAGNE,ILLE-ET-VILAINE,35288,SAINT MALO
90,BRETAGNE,ILLE-ET-VILAINE,35288,SAINT MALO
620,ILE-DE-FRANCE,VAL-DE-MARNE,94067,SAINT MANDE
510,ILE-DE-FRANCE,VAL-DE-MARNE,94067,SAINT MANDE
402,ILE-DE-FRANCE,VAL-DE-MARNE,94067,SAINT MANDE
32,ILE-DE-FRANCE,VAL-DE-MARNE,94067,SAINT MANDE
667,ILE-DE-FRANCE,VAL-DE-MARNE,94068,SAINT MAUR DES FOSSES
511,ILE-DE-FRANCE,VAL-DE-MARNE,94068,SAINT MAUR DES FOSSES
403,ILE-DE-FRANCE,VAL-DE-MARNE,94068,SAINT MAUR DES FOSSES
94,ILE-DE-FRANCE,VAL-DE-MARNE,94068,SAINT MAUR DES FOSSES
673,LA REUNION,LA REUNION,97415,SAINT PAUL
524,LA REUNION,LA REUNION,97415,SAINT PAUL
410,LA REUNION,LA REUNION,97415,SAINT PAUL
112,LA REUNION,LA REUNION,97415,SAINT PAUL
615,LA REUNION,LA REUNION,97416,SAINT PIERRE
525,LA REUNION,LA REUNION,97416,SAINT PIERRE
411,LA REUNION,LA REUNION,97416,SAINT PIERRE
46,LA REUNION,LA REUNION,97416,SAINT PIERRE
729,AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL
423,AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL
302,AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL
126,AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL
721,ILE-DE-FRANCE,YVELINES,78551,SAINT-GERMAIN-EN-LAYE
521,ILE-DE-FRANCE,YVELINES,78551,SAINT-GERMAIN-EN-LAYE
338,ILE-DE-FRANCE,YVELINES,78551,SAINT-GERMAIN-EN-LAYE
97,ILE-DE-FRANCE,YVELINES,78551,SAINT-GERMAIN-EN-LAYE
707,NOUVELLE-AQUITAINE,GIRONDE,33449,SAINT-MEDARD-EN-JALLES
549,NOUVELLE-AQUITAINE,GIRONDE,33449,SAINT-MEDARD-EN-JALLES
252,NOUVELLE-AQUITAINE,GIRONDE,33449,SAINT-MEDARD-EN-JALLES
95,NOUVELLE-AQUITAINE,GIRONDE,33449,SAINT-MEDARD-EN-JALLES
688,PROVENCE-ALPES-COTE D'AZUR,VAR,83118,SAINT-RAPHAEL
598,PROVENCE-ALPES-COTE D'AZUR,VAR,83118,SAINT-RAPHAEL
347,PROVENCE-ALPES-COTE D'AZUR,VAR,83118,SAINT-RAPHAEL
145,PROVENCE-ALPES-COTE D'AZUR,VAR,83118,SAINT-RAPHAEL
705,PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13103,SALON DE PROVENCE
593,PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13103,SALON DE PROVENCE
229,PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13103,SALON DE PROVENCE
99,PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13103,SALON DE PROVENCE
100,ILE-DE-FRANCE,HAUTS-DE-SEINE,92071,SCEAUX
761,OCCITANIE,HERAULT,34301,SETE
566,OCCITANIE,HERAULT,34301,SETE
259,OCCITANIE,HERAULT,34301,SETE
178,OCCITANIE,HERAULT,34301,SETE
751,ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES
473,ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES
385,ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES
149,ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES
739,PROVENCE-ALPES-COTE D'AZUR,VAR,83129,SIX-FOURS-LES-PLAGES
600,PROVENCE-ALPES-COTE D'AZUR,VAR,83129,SIX-FOURS-LES-PLAGES
349,PROVENCE-ALPES-COTE D'AZUR,VAR,83129,SIX-FOURS-LES-PLAGES
170,PROVENCE-ALPES-COTE D'AZUR,VAR,83129,SIX-FOURS-LES-PLAGES
408,ILE-DE-FRANCE,VAL-D'OISE,95555,ST GRATIEN
195,ILE-DE-FRANCE,VAL-D'OISE,95555,ST GRATIEN
267,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44184,ST NAZAIRE
78,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44184,ST NAZAIRE
691,AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON
422,AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON
301,AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON
67,AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON
649,GRAND-EST,BAS-RHIN,67482,STRASBOURG
439,GRAND-EST,BAS-RHIN,67482,STRASBOURG
295,GRAND-EST,BAS-RHIN,67482,STRASBOURG
36,GRAND-EST,BAS-RHIN,67482,STRASBOURG
774,ILE-DE-FRANCE,VAL-DE-MARNE,94071,SUCY EN BRIE
512,ILE-DE-FRANCE,VAL-DE-MARNE,94071,SUCY EN BRIE
404,ILE-DE-FRANCE,VAL-DE-MARNE,94071,SUCY EN BRIE
172,ILE-DE-FRANCE,VAL-DE-MARNE,94071,SUCY EN BRIE
770,ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES
474,ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES
386,ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES
168,ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES
711,NOUVELLE-AQUITAINE,GIRONDE,33522,TALENCE
550,NOUVELLE-AQUITAINE,GIRONDE,33522,TALENCE
253,NOUVELLE-AQUITAINE,GIRONDE,33522,TALENCE
104,NOUVELLE-AQUITAINE,GIRONDE,33522,TALENCE
682,LA REUNION,LA REUNION,97422,TAMPON
526,LA REUNION,LA REUNION,97422,TAMPON
412,LA REUNION,LA REUNION,97422,TAMPON
30,LA REUNION,LA REUNION,97422,TAMPON
726,AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE
424,AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE
303,AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE
123,AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE
775,GRAND-EST,MOSELLE,57672,THIONVILLE
445,GRAND-EST,MOSELLE,57672,THIONVILLE
277,GRAND-EST,MOSELLE,57672,THIONVILLE
70,GRAND-EST,MOSELLE,57672,THIONVILLE
703,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS
415,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS
309,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS
154,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS
677,PROVENCE-ALPES-COTE D'AZUR,VAR,83137,TOULON
601,PROVENCE-ALPES-COTE D'AZUR,VAR,83137,TOULON
350,PROVENCE-ALPES-COTE D'AZUR,VAR,83137,TOULON
111,PROVENCE-ALPES-COTE D'AZUR,VAR,83137,TOULON
684,OCCITANIE,HAUTE-GARONNE,31557,TOURNEFEUILLE
561,OCCITANIE,HAUTE-GARONNE,31557,TOURNEFEUILLE
244,OCCITANIE,HAUTE-GARONNE,31557,TOURNEFEUILLE
65,OCCITANIE,HAUTE-GARONNE,31557,TOURNEFEUILLE
738,CENTRE-VAL DE LOIRE,INDRE-ET-LOIRE,37261,TOURS
435,CENTRE-VAL DE LOIRE,INDRE-ET-LOIRE,37261,TOURS
262,CENTRE-VAL DE LOIRE,INDRE-ET-LOIRE,37261,TOURS
173,CENTRE-VAL DE LOIRE,INDRE-ET-LOIRE,37261,TOURS
222,GRAND-EST,AUBE,10387,TROYES
18,GRAND-EST,AUBE,10387,TROYES
634,AUVERGNE-RHONE-ALPES,DROME,26362,VALENCE
413,AUVERGNE-RHONE-ALPES,DROME,26362,VALENCE
237,AUVERGNE-RHONE-ALPES,DROME,26362,VALENCE
20,AUVERGNE-RHONE-ALPES,DROME,26362,VALENCE
733,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06155,VALLAURIS
586,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06155,VALLAURIS
220,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06155,VALLAURIS
106,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06155,VALLAURIS
763,BRETAGNE,MORBIHAN,56260,VANNES
433,BRETAGNE,MORBIHAN,56260,VANNES
275,BRETAGNE,MORBIHAN,56260,VANNES
200,BRETAGNE,MORBIHAN,56260,VANNES
747,ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES
475,ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES
387,ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES
156,ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES
736,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44215,VERTOU
572,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44215,VERTOU
268,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44215,VERTOU
186,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44215,VERTOU
147,ILE-DE-FRANCE,VAL-DE-MARNE,94076,VILLEJUIF
645,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93077,VILLEMOMBLE
500,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93077,VILLEMOMBLE
392,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93077,VILLEMOMBLE
743,LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ
527,LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ
278,LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ
203,LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ
767,AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE
425,AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE
304,AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE
89,AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE
732,ILE-DE-FRANCE,VAL-DE-MARNE,94080,VINCENNES
513,ILE-DE-FRANCE,VAL-DE-MARNE,94080,VINCENNES
405,ILE-DE-FRANCE,VAL-DE-MARNE,94080,VINCENNES
134,ILE-DE-FRANCE,VAL-DE-MARNE,94080,VINCENNES
722,ILE-DE-FRANCE,VAL-DE-MARNE,94081,VITRY SUR SEINE
514,ILE-DE-FRANCE,VAL-DE-MARNE,94081,VITRY SUR SEINE
406,ILE-DE-FRANCE,VAL-DE-MARNE,94081,VITRY SUR SEINE
143,ILE-DE-FRANCE,VAL-DE-MARNE,94081,VITRY SUR SEINE
646,LES-HAUTS-DE-FRANCE,NORD,59646,WASQUEHAL
534,LES-HAUTS-DE-FRANCE,NORD,59646,WASQUEHAL
285,LES-HAUTS-DE-FRANCE,NORD,59646,WASQUEHAL
146,LES-HAUTS-DE-FRANCE,NORD,59646,WASQUEHAL
